,probabilities,classification,prev_phone,next_phone,consonant,file,training
5016,0.0045508723706007,dʒ,i,u,r,m14iru1,no
5033,0.006071020849049091,ɡ,i,u,r,m14iru1,no
5017,0.0314149372279644,f,i,u,r,m14iru1,no
5036,0.003245077794417739,θ,i,u,r,m14iru1,no
5025,0.016965026035904884,s,i,u,r,m14iru1,no
5034,0.0050577158108353615,ʃ,i,u,r,m14iru1,no
5028,0.1190384030342102,v,i,u,r,m14iru1,no
5031,0.004288356751203537,ð,i,u,r,m14iru1,no
5030,0.09176889061927795,z,i,u,r,m14iru1,no
5035,0.0023836714681237936,ʒ,i,u,r,m14iru1,no
5021,0.022277886047959328,m,i,u,r,m14iru1,no
5022,0.023372193798422813,n,i,u,r,m14iru1,no
5032,0.0016596451168879867,ŋ,i,u,r,m14iru1,no
5024,0.0039420477114617825,r,i,u,r,m14iru1,no
5020,0.012044256553053856,l,i,u,r,m14iru1,no
5018,0.007243776228278875,j,i,u,r,m14iru1,no
5029,0.32955724000930786,w,i,u,r,m14iru1,no
6127,0.014997858554124832,p,i,i,r,m16iri2,no
6130,0.06323505938053131,t,i,i,r,m16iri2,no
6131,0.015246213413774967,tʃ,i,i,r,m16iri2,no
6123,0.033599335700273514,k,i,i,r,m16iri2,no
6118,0.01776682771742344,b,i,i,r,m16iri2,no
6119,0.2743551731109619,d,i,i,r,m16iri2,no
6120,0.05263495445251465,dʒ,i,i,r,m16iri2,no
6137,0.009151657111942768,ɡ,i,i,r,m16iri2,no
6121,0.014505029655992985,f,i,i,r,m16iri2,no
6140,0.006075873970985413,θ,i,i,r,m16iri2,no
6129,0.026117384433746338,s,i,i,r,m16iri2,no
6138,0.01741550676524639,ʃ,i,i,r,m16iri2,no
6132,0.13742296397686005,v,i,i,r,m16iri2,no
6135,0.00854263361543417,ð,i,i,r,m16iri2,no
6134,0.08956204354763031,z,i,i,r,m16iri2,no
6139,0.0050157164223492146,ʒ,i,i,r,m16iri2,no
6125,0.025689689442515373,m,i,i,r,m16iri2,no
6126,0.08213955909013748,n,i,i,r,m16iri2,no
6136,0.0334014892578125,ŋ,i,i,r,m16iri2,no
6128,0.002716261427849531,r,i,i,r,m16iri2,no
6124,0.006147643551230431,l,i,i,r,m16iri2,no
6122,0.02279488556087017,j,i,i,r,m16iri2,no
6133,0.041466329246759415,w,i,i,r,m16iri2,no
6541,0.017543673515319824,p,u,i,r,m16uri1,no
6544,0.018475789576768875,t,u,i,r,m16uri1,no
6545,0.0004451310960575938,tʃ,u,i,r,m16uri1,no
6537,0.012355294078588486,k,u,i,r,m16uri1,no
6532,0.04637676849961281,b,u,i,r,m16uri1,no
6533,0.12600979208946228,d,u,i,r,m16uri1,no
6534,0.0040321676060557365,dʒ,u,i,r,m16uri1,no
6551,0.02807220071554184,ɡ,u,i,r,m16uri1,no
6535,0.008031126111745834,f,u,i,r,m16uri1,no
6554,0.010849658399820328,θ,u,i,r,m16uri1,no
6543,0.006948941387236118,s,u,i,r,m16uri1,no
6552,0.00138361775316298,ʃ,u,i,r,m16uri1,no
6546,0.06499280035495758,v,u,i,r,m16uri1,no
6549,0.011971154250204563,ð,u,i,r,m16uri1,no
6548,0.02389776147902012,z,u,i,r,m16uri1,no
6553,0.00038094306364655495,ʒ,u,i,r,m16uri1,no
6539,0.042035579681396484,m,u,i,r,m16uri1,no
6540,0.04738326370716095,n,u,i,r,m16uri1,no
6550,0.0031304655130952597,ŋ,u,i,r,m16uri1,no
6542,0.2697390019893646,r,u,i,r,m16uri1,no
6538,0.15472011268138885,l,u,i,r,m16uri1,no
6536,0.01105070486664772,j,u,i,r,m16uri1,no
6547,0.09017403423786163,w,u,i,r,m16uri1,no
6909,0.052712924778461456,p,a,i,r,m19ari1,no
6912,0.019886914640665054,t,a,i,r,m19ari1,no
6913,0.0002253927377751097,tʃ,a,i,r,m19ari1,no
6905,0.07455190271139145,k,a,i,r,m19ari1,no
6900,0.07364227622747421,b,a,i,r,m19ari1,no
6901,0.04068916663527489,d,a,i,r,m19ari1,no
6902,0.005617124028503895,dʒ,a,i,r,m19ari1,no
6919,0.005875441711395979,ɡ,a,i,r,m19ari1,no
6903,0.04347419738769531,f,a,i,r,m19ari1,no
6922,0.0020273346453905106,θ,a,i,r,m19ari1,no
6911,0.004976062104105949,s,a,i,r,m19ari1,no
6920,0.0019168425351381302,ʃ,a,i,r,m19ari1,no
6914,0.0193032119423151,v,a,i,r,m19ari1,no
6917,0.014385013841092587,ð,a,i,r,m19ari1,no
6916,0.0028089999686926603,z,a,i,r,m19ari1,no
6921,0.0002274862490594387,ʒ,a,i,r,m19ari1,no
6907,0.4151858687400818,m,a,i,r,m19ari1,no
6908,0.12724041938781738,n,a,i,r,m19ari1,no
6918,0.006400220561772585,ŋ,a,i,r,m19ari1,no
6910,0.06338972598314285,r,a,i,r,m19ari1,no
6906,0.012304429896175861,l,a,i,r,m19ari1,no
6904,0.0005750165437348187,j,a,i,r,m19ari1,no
6915,0.012584038078784943,w,a,i,r,m19ari1,no
6932,0.025730440393090248,p,a,u,r,m19aru2,no
6935,0.03312549367547035,t,a,u,r,m19aru2,no
6936,0.0007796362042427063,tʃ,a,u,r,m19aru2,no
6928,0.059010524302721024,k,a,u,r,m19aru2,no
6923,0.036954883486032486,b,a,u,r,m19aru2,no
6924,0.07987721264362335,d,a,u,r,m19aru2,no
6925,0.00620217714458704,dʒ,a,u,r,m19aru2,no
6942,0.007772720884531736,ɡ,a,u,r,m19aru2,no
6926,0.06676381826400757,f,a,u,r,m19aru2,no
6945,0.0029251964297145605,θ,a,u,r,m19aru2,no
6934,0.01951643079519272,s,a,u,r,m19aru2,no
6943,0.007959683425724506,ʃ,a,u,r,m19aru2,no
6937,0.030518637970089912,v,a,u,r,m19aru2,no
6940,0.028546908870339394,ð,a,u,r,m19aru2,no
6939,0.009733805432915688,z,a,u,r,m19aru2,no
6944,0.0006557576707564294,ʒ,a,u,r,m19aru2,no
6930,0.26869121193885803,m,a,u,r,m19aru2,no
6931,0.2186782956123352,n,a,u,r,m19aru2,no
6941,0.010310221463441849,ŋ,a,u,r,m19aru2,no
6933,0.04624642804265022,r,a,u,r,m19aru2,no
6929,0.010016676038503647,l,a,u,r,m19aru2,no
6927,0.0037597662303596735,j,a,u,r,m19aru2,no
6938,0.026223985478281975,w,a,u,r,m19aru2,no
7921,0.043579015880823135,p,a,a,r,m3ara1,no
7924,0.014237762428820133,t,a,a,r,m3ara1,no
7925,0.00010930695134447888,tʃ,a,a,r,m3ara1,no
7917,0.05351061746478081,k,a,a,r,m3ara1,no
7912,0.039992403239011765,b,a,a,r,m3ara1,no
7913,0.07573460042476654,d,a,a,r,m3ara1,no
7914,0.001574765658006072,dʒ,a,a,r,m3ara1,no
7931,0.006348951254040003,ɡ,a,a,r,m3ara1,no
7915,0.03471409156918526,f,a,a,r,m3ara1,no
7934,0.002046385547146201,θ,a,a,r,m3ara1,no
7923,0.005579125136137009,s,a,a,r,m3ara1,no
7932,0.0005408566212281585,ʃ,a,a,r,m3ara1,no
7926,0.03096761554479599,v,a,a,r,m3ara1,no
7929,0.01171329990029335,ð,a,a,r,m3ara1,no
7928,0.005219345912337303,z,a,a,r,m3ara1,no
7933,6.605459930142388e-05,ʒ,a,a,r,m3ara1,no
7919,0.21619592607021332,m,a,a,r,m3ara1,no
7920,0.14606471359729767,n,a,a,r,m3ara1,no
7930,0.005839742720127106,ŋ,a,a,r,m3ara1,no
7922,0.25730952620506287,r,a,a,r,m3ara1,no
7918,0.024908097460865974,l,a,a,r,m3ara1,no
7916,0.0007728492491878569,j,a,a,r,m3ara1,no
7927,0.022974947467446327,w,a,a,r,m3ara1,no
8588,0.021710995584726334,p,u,i,r,m3uri2,no
8591,0.011317862197756767,t,u,i,r,m3uri2,no
8592,0.00023192111984826624,tʃ,u,i,r,m3uri2,no
8584,0.01011223066598177,k,u,i,r,m3uri2,no
8579,0.04324771463871002,b,u,i,r,m3uri2,no
8580,0.13166162371635437,d,u,i,r,m3uri2,no
8581,0.0018018156988546252,dʒ,u,i,r,m3uri2,no
8598,0.0273538026958704,ɡ,u,i,r,m3uri2,no
8582,0.01758616976439953,f,u,i,r,m3uri2,no
8601,0.015977580100297928,θ,u,i,r,m3uri2,no
8590,0.005396443884819746,s,u,i,r,m3uri2,no
8599,0.0004241042479407042,ʃ,u,i,r,m3uri2,no
8593,0.05484069883823395,v,u,i,r,m3uri2,no
8596,0.016362164169549942,ð,u,i,r,m3uri2,no
8595,0.028003718703985214,z,u,i,r,m3uri2,no
8600,0.00018846496823243797,ʒ,u,i,r,m3uri2,no
8586,0.13381269574165344,m,u,i,r,m3uri2,no
8587,0.17616082727909088,n,u,i,r,m3uri2,no
8597,0.010500668548047543,ŋ,u,i,r,m3uri2,no
8589,0.11842433363199234,r,u,i,r,m3uri2,no
8585,0.09033579379320145,l,u,i,r,m3uri2,no
8583,0.0011292714625597,j,u,i,r,m3uri2,no
8594,0.08341919630765915,w,u,i,r,m3uri2,no
124,0.024832140654325485,p,a,i,l,f12ali2,no
127,0.03759289160370827,t,a,i,l,f12ali2,no
128,0.00194354890845716,tʃ,a,i,l,f12ali2,no
120,0.0435149259865284,k,a,i,l,f12ali2,no
115,0.01660374365746975,b,a,i,l,f12ali2,no
116,0.034475404769182205,d,a,i,l,f12ali2,no
117,0.010643474757671356,dʒ,a,i,l,f12ali2,no
134,0.005584469996392727,ɡ,a,i,l,f12ali2,no
118,0.019887464120984077,f,a,i,l,f12ali2,no
137,0.02145431935787201,θ,a,i,l,f12ali2,no
126,0.05962511524558067,s,a,i,l,f12ali2,no
135,0.0010512248845770955,ʃ,a,i,l,f12ali2,no
129,0.030650269240140915,v,a,i,l,f12ali2,no
132,0.018114479258656502,ð,a,i,l,f12ali2,no
131,0.03541228547692299,z,a,i,l,f12ali2,no
136,8.093348878901452e-05,ʒ,a,i,l,f12ali2,no
122,0.1578473150730133,m,a,i,l,f12ali2,no
123,0.3021678030490875,n,a,i,l,f12ali2,no
133,0.14668895304203033,ŋ,a,i,l,f12ali2,no
125,0.0008793835295364261,r,a,i,l,f12ali2,no
121,0.013619042932987213,l,a,i,l,f12ali2,no
119,0.01337958313524723,j,a,i,l,f12ali2,no
130,0.003951243124902248,w,a,i,l,f12ali2,no
469,0.03330376371741295,p,i,u,l,f12ilu1,no
472,0.03965037316083908,t,i,u,l,f12ilu1,no
473,0.029775280505418777,tʃ,i,u,l,f12ilu1,no
465,0.09267699718475342,k,i,u,l,f12ilu1,no
460,0.026585806161165237,b,i,u,l,f12ilu1,no
461,0.21641242504119873,d,i,u,l,f12ilu1,no
462,0.042600683867931366,dʒ,i,u,l,f12ilu1,no
479,0.010061603039503098,ɡ,i,u,l,f12ilu1,no
463,0.017559317871928215,f,i,u,l,f12ilu1,no
482,0.004614498931914568,θ,i,u,l,f12ilu1,no
471,0.03373226895928383,s,i,u,l,f12ilu1,no
480,0.010693468153476715,ʃ,i,u,l,f12ilu1,no
474,0.07253541797399521,v,i,u,l,f12ilu1,no
477,0.003007918829098344,ð,i,u,l,f12ilu1,no
476,0.09028664976358414,z,i,u,l,f12ilu1,no
481,0.001045532408170402,ʒ,i,u,l,f12ilu1,no
467,0.014801863580942154,m,i,u,l,f12ilu1,no
468,0.03216155245900154,n,i,u,l,f12ilu1,no
478,0.07627123594284058,ŋ,i,u,l,f12ilu1,no
470,0.0018495593685656786,r,i,u,l,f12ilu1,no
466,0.003080327296629548,l,i,u,l,f12ilu1,no
464,0.056803036481142044,j,i,u,l,f12ilu1,no
475,0.0904904454946518,w,i,u,l,f12ilu1,no
1274,0.02862977795302868,p,a,a,l,f1ala2,no
1277,0.01314917579293251,t,a,a,l,f1ala2,no
1278,6.522241164930165e-05,tʃ,a,a,l,f1ala2,no
1270,0.011574303731322289,k,a,a,l,f1ala2,no
1265,0.011851510033011436,b,a,a,l,f1ala2,no
1266,0.054942578077316284,d,a,a,l,f1ala2,no
1267,0.0010019027395173907,dʒ,a,a,l,f1ala2,no
1284,0.0026495892088860273,ɡ,a,a,l,f1ala2,no
1268,0.012049627490341663,f,a,a,l,f1ala2,no
1287,0.004825064912438393,θ,a,a,l,f1ala2,no
1276,0.017701884731650352,s,a,a,l,f1ala2,no
1285,4.8681678890716285e-05,ʃ,a,a,l,f1ala2,no
1279,0.01912682130932808,v,a,a,l,f1ala2,no
1282,0.008115096017718315,ð,a,a,l,f1ala2,no
1281,0.006478475872427225,z,a,a,l,f1ala2,no
1286,2.6249750590068288e-05,ʒ,a,a,l,f1ala2,no
1272,0.29555806517601013,m,a,a,l,f1ala2,no
1273,0.4501345157623291,n,a,a,l,f1ala2,no
1283,0.02544155716896057,ŋ,a,a,l,f1ala2,no
1275,0.00709574855864048,r,a,a,l,f1ala2,no
1271,0.02488994039595127,l,a,a,l,f1ala2,no
1269,0.0005365154938772321,j,a,a,l,f1ala2,no
1280,0.004107649903744459,w,a,a,l,f1ala2,no
1573,0.017651069909334183,p,i,a,l,f1ila1,no
1576,0.007494330406188965,t,i,a,l,f1ila1,no
1577,0.000294442375889048,tʃ,i,a,l,f1ila1,no
1569,0.015894772484898567,k,i,a,l,f1ila1,no
1564,0.011810969561338425,b,i,a,l,f1ila1,no
1565,0.4810292720794678,d,i,a,l,f1ila1,no
1566,0.0018499984871596098,dʒ,i,a,l,f1ila1,no
1583,0.0030500967986881733,ɡ,i,a,l,f1ila1,no
1567,0.010210959240794182,f,i,a,l,f1ila1,no
1586,0.0014701130567118526,θ,i,a,l,f1ila1,no
1575,0.0038308100774884224,s,i,a,l,f1ila1,no
1584,0.0005057816742919385,ʃ,i,a,l,f1ila1,no
1578,0.06015428528189659,v,i,a,l,f1ila1,no
1581,0.0023272603284567595,ð,i,a,l,f1ila1,no
1580,0.01408096682280302,z,i,a,l,f1ila1,no
1585,0.00011926428851438686,ʒ,i,a,l,f1ila1,no
1571,0.07401134073734283,m,i,a,l,f1ila1,no
1572,0.1939605176448822,n,i,a,l,f1ila1,no
1582,0.033561281859874725,ŋ,i,a,l,f1ila1,no
1574,0.020602600648999214,r,i,a,l,f1ila1,no
1570,0.018015056848526,l,i,a,l,f1ila1,no
1568,0.0008896788931451738,j,i,a,l,f1ila1,no
1579,0.027185088023543358,w,i,a,l,f1ila1,no
2723,0.018756374716758728,p,i,i,l,f21ili2,no
2726,0.07429084181785583,t,i,i,l,f21ili2,no
2727,0.0630486011505127,tʃ,i,i,l,f21ili2,no
2719,0.04126209393143654,k,i,i,l,f21ili2,no
2714,0.007238713093101978,b,i,i,l,f21ili2,no
2715,0.11043064296245575,d,i,i,l,f21ili2,no
2716,0.07690295577049255,dʒ,i,i,l,f21ili2,no
2733,0.0010595567291602492,ɡ,i,i,l,f21ili2,no
2717,0.019005369395017624,f,i,i,l,f21ili2,no
2736,0.009517955593764782,θ,i,i,l,f21ili2,no
2725,0.10665369778871536,s,i,i,l,f21ili2,no
2734,0.01519161369651556,ʃ,i,i,l,f21ili2,no
2728,0.0930420309305191,v,i,i,l,f21ili2,no
2731,0.0022548974957317114,ð,i,i,l,f21ili2,no
2730,0.1934824138879776,z,i,i,l,f21ili2,no
2735,0.0022308246698230505,ʒ,i,i,l,f21ili2,no
2721,0.013139189220964909,m,i,i,l,f21ili2,no
2722,0.04538446664810181,n,i,i,l,f21ili2,no
2732,0.07091758400201797,ŋ,i,i,l,f21ili2,no
2724,0.0003977867017965764,r,i,i,l,f21ili2,no
2720,0.00291416491381824,l,i,i,l,f21ili2,no
2718,0.025003504008054733,j,i,i,l,f21ili2,no
2729,0.007874603383243084,w,i,i,l,f21ili2,no
3045,0.026296524330973625,p,u,i,l,f21uli1,no
3048,0.026949046179652214,t,u,i,l,f21uli1,no
3049,0.0007611268665641546,tʃ,u,i,l,f21uli1,no
3041,0.01512534637004137,k,u,i,l,f21uli1,no
3036,0.03875754401087761,b,u,i,l,f21uli1,no
3037,0.1988835632801056,d,u,i,l,f21uli1,no
3038,0.005580366589128971,dʒ,u,i,l,f21uli1,no
3055,0.009808918461203575,ɡ,u,i,l,f21uli1,no
3039,0.013175864703953266,f,u,i,l,f21uli1,no
3058,0.009464140050113201,θ,u,i,l,f21uli1,no
3047,0.009213228709995747,s,u,i,l,f21uli1,no
3056,0.0006543389172293246,ʃ,u,i,l,f21uli1,no
3050,0.08297335356473923,v,u,i,l,f21uli1,no
3053,0.006186127196997404,ð,u,i,l,f21uli1,no
3052,0.05387355387210846,z,u,i,l,f21uli1,no
3057,0.0006260165828280151,ʒ,u,i,l,f21uli1,no
3043,0.09101694077253342,m,u,i,l,f21uli1,no
3044,0.07941817492246628,n,u,i,l,f21uli1,no
3054,0.024426668882369995,ŋ,u,i,l,f21uli1,no
3046,0.07004410028457642,r,u,i,l,f21uli1,no
3042,0.12060213088989258,l,u,i,l,f21uli1,no
3040,0.01617106981575489,j,u,i,l,f21uli1,no
3051,0.09999191015958786,w,u,i,l,f21uli1,no
4057,0.05438567325472832,p,u,i,l,f7uli1,no
4060,0.040233343839645386,t,u,i,l,f7uli1,no
4061,0.0015825340524315834,tʃ,u,i,l,f7uli1,no
4053,0.02492532506585121,k,u,i,l,f7uli1,no
4048,0.04061177745461464,b,u,i,l,f7uli1,no
4049,0.1413000375032425,d,u,i,l,f7uli1,no
4050,0.009104708209633827,dʒ,u,i,l,f7uli1,no
4067,0.011978060938417912,ɡ,u,i,l,f7uli1,no
4051,0.03748833388090134,f,u,i,l,f7uli1,no
4070,0.023424336686730385,θ,u,i,l,f7uli1,no
4059,0.019048506394028664,s,u,i,l,f7uli1,no
4068,0.0018680788343772292,ʃ,u,i,l,f7uli1,no
4062,0.17296573519706726,v,u,i,l,f7uli1,no
4065,0.012328621931374073,ð,u,i,l,f7uli1,no
4064,0.0906425267457962,z,u,i,l,f7uli1,no
4069,0.00044276873813942075,ʒ,u,i,l,f7uli1,no
4055,0.061786189675331116,m,u,i,l,f7uli1,no
4056,0.06209895759820938,n,u,i,l,f7uli1,no
4066,0.020659929141402245,ŋ,u,i,l,f7uli1,no
4058,0.01748645305633545,r,u,i,l,f7uli1,no
4054,0.03636090084910393,l,u,i,l,f7uli1,no
4052,0.028802426531910896,j,u,i,l,f7uli1,no
4063,0.09047479182481766,w,u,i,l,f7uli1,no
4080,0.031258538365364075,p,u,i,l,f7uli2,no
4083,0.044399794191122055,t,u,i,l,f7uli2,no
4084,0.001858644187450409,tʃ,u,i,l,f7uli2,no
4076,0.023934122174978256,k,u,i,l,f7uli2,no
4071,0.034239575266838074,b,u,i,l,f7uli2,no
4072,0.11026769131422043,d,u,i,l,f7uli2,no
4073,0.01910942606627941,dʒ,u,i,l,f7uli2,no
4090,0.014328314922749996,ɡ,u,i,l,f7uli2,no
4074,0.020575810223817825,f,u,i,l,f7uli2,no
4093,0.010864154435694218,θ,u,i,l,f7uli2,no
4082,0.024420948699116707,s,u,i,l,f7uli2,no
4091,0.0013355215778574347,ʃ,u,i,l,f7uli2,no
4085,0.10504113137722015,v,u,i,l,f7uli2,no
4088,0.023313045501708984,ð,u,i,l,f7uli2,no
4087,0.1923060417175293,z,u,i,l,f7uli2,no
4092,0.000535578525159508,ʒ,u,i,l,f7uli2,no
4078,0.060035839676856995,m,u,i,l,f7uli2,no
4079,0.1595568060874939,n,u,i,l,f7uli2,no
4089,0.01485487725585699,ŋ,u,i,l,f7uli2,no
4081,0.012645164504647255,r,u,i,l,f7uli2,no
4077,0.03872079774737358,l,u,i,l,f7uli2,no
4075,0.015436636283993721,j,u,i,l,f7uli2,no
4086,0.04096166417002678,w,u,i,l,f7uli2,no
4908,0.049389224499464035,p,i,u,l,m14ilu1,no
4911,0.04307662323117256,t,i,u,l,m14ilu1,no
4912,0.005920355208218098,tʃ,i,u,l,m14ilu1,no
4904,0.03497229143977165,k,i,u,l,m14ilu1,no
4899,0.03587526082992554,b,i,u,l,m14ilu1,no
4900,0.16741015017032623,d,i,u,l,m14ilu1,no
4901,0.010049303993582726,dʒ,i,u,l,m14ilu1,no
4918,0.006581187713891268,ɡ,i,u,l,m14ilu1,no
4902,0.036267057061195374,f,i,u,l,m14ilu1,no
4921,0.005167421884834766,θ,i,u,l,m14ilu1,no
4910,0.012682858854532242,s,i,u,l,m14ilu1,no
4919,0.00985106360167265,ʃ,i,u,l,m14ilu1,no
4913,0.08171981573104858,v,i,u,l,m14ilu1,no
4916,0.008487099781632423,ð,i,u,l,m14ilu1,no
4915,0.08687098324298859,z,i,u,l,m14ilu1,no
4920,0.002233264734968543,ʒ,i,u,l,m14ilu1,no
4906,0.034059274941682816,m,i,u,l,m14ilu1,no
4907,0.09945071488618851,n,i,u,l,m14ilu1,no
4917,0.026564909145236015,ŋ,i,u,l,m14ilu1,no
4909,0.0029116112273186445,r,i,u,l,m14ilu1,no
4905,0.010025284253060818,l,i,u,l,m14ilu1,no
4903,0.02148905210196972,j,i,u,l,m14ilu1,no
4914,0.2089451253414154,w,i,u,l,m14ilu1,no
5345,0.01881401427090168,p,u,i,l,m14uli2,no
5348,0.02674676850438118,t,u,i,l,m14uli2,no
5349,0.003585351398214698,tʃ,u,i,l,m14uli2,no
5341,0.037352729588747025,k,u,i,l,m14uli2,no
5336,0.03788020834326744,b,u,i,l,m14uli2,no
5337,0.22166165709495544,d,u,i,l,m14uli2,no
5338,0.008630583062767982,dʒ,u,i,l,m14uli2,no
5355,0.012509655207395554,ɡ,u,i,l,m14uli2,no
5339,0.01178660523146391,f,u,i,l,m14uli2,no
5358,0.014660696499049664,θ,u,i,l,m14uli2,no
5347,0.024832693859934807,s,u,i,l,m14uli2,no
5356,0.001383252558298409,ʃ,u,i,l,m14uli2,no
5350,0.12539136409759521,v,u,i,l,m14uli2,no
5353,0.03191549330949783,ð,u,i,l,m14uli2,no
5352,0.07699976861476898,z,u,i,l,m14uli2,no
5357,0.003554797498509288,ʒ,u,i,l,m14uli2,no
5343,0.06307518482208252,m,u,i,l,m14uli2,no
5344,0.14914166927337646,n,u,i,l,m14uli2,no
5354,0.010950197465717793,ŋ,u,i,l,m14uli2,no
5346,0.04457927122712135,r,u,i,l,m14uli2,no
5342,0.0333106704056263,l,u,i,l,m14uli2,no
5340,0.015805739909410477,j,u,i,l,m14uli2,no
5351,0.025431683287024498,w,u,i,l,m14uli2,no
6495,0.01801738701760769,p,u,a,l,m16ula2,no
6498,0.011324524879455566,t,u,a,l,m16ula2,no
6499,0.0004233635263517499,tʃ,u,a,l,m16ula2,no
6491,0.008805793710052967,k,u,a,l,m16ula2,no
6486,0.041092194616794586,b,u,a,l,m16ula2,no
6487,0.1127871721982956,d,u,a,l,m16ula2,no
6488,0.003185705980286002,dʒ,u,a,l,m16ula2,no
6505,0.016459384933114052,ɡ,u,a,l,m16ula2,no
6489,0.01879739575088024,f,u,a,l,m16ula2,no
6508,0.016554299741983414,θ,u,a,l,m16ula2,no
6497,0.010077351704239845,s,u,a,l,m16ula2,no
6506,0.0005399282672442496,ʃ,u,a,l,m16ula2,no
6500,0.05316970869898796,v,u,a,l,m16ula2,no
6503,0.006394763011485338,ð,u,a,l,m16ula2,no
6502,0.040668386965990067,z,u,a,l,m16ula2,no
6507,0.0001822369813453406,ʒ,u,a,l,m16ula2,no
6493,0.07071025669574738,m,u,a,l,m16ula2,no
6494,0.18655066192150116,n,u,a,l,m16ula2,no
6504,0.0036882658023387194,ŋ,u,a,l,m16ula2,no
6496,0.10477428883314133,r,u,a,l,m16ula2,no
6492,0.24582508206367493,l,u,a,l,m16ula2,no
6490,0.002311908407136798,j,u,a,l,m16ula2,no
6501,0.027659950777888298,w,u,a,l,m16ula2,no
6518,0.012070274911820889,p,u,u,l,m16ulu1,no
6521,0.012276442721486092,t,u,u,l,m16ulu1,no
6522,0.0002820142253767699,tʃ,u,u,l,m16ulu1,no
6514,0.010938921011984348,k,u,u,l,m16ulu1,no
6509,0.04178124666213989,b,u,u,l,m16ulu1,no
6510,0.1559630036354065,d,u,u,l,m16ulu1,no
6511,0.003832738846540451,dʒ,u,u,l,m16ulu1,no
6528,0.013122709468007088,ɡ,u,u,l,m16ulu1,no
6512,0.010957438498735428,f,u,u,l,m16ulu1,no
6531,0.01560898870229721,θ,u,u,l,m16ulu1,no
6520,0.011734702624380589,s,u,u,l,m16ulu1,no
6529,0.00046148442197591066,ʃ,u,u,l,m16ulu1,no
6523,0.08977778255939484,v,u,u,l,m16ulu1,no
6526,0.006857641972601414,ð,u,u,l,m16ulu1,no
6525,0.045343201607465744,z,u,u,l,m16ulu1,no
6530,0.001024663564749062,ʒ,u,u,l,m16ulu1,no
6516,0.07597517967224121,m,u,u,l,m16ulu1,no
6517,0.1895245760679245,n,u,u,l,m16ulu1,no
6527,0.010242451913654804,ŋ,u,u,l,m16ulu1,no
6519,0.058012865483760834,r,u,u,l,m16ulu1,no
6515,0.19134512543678284,l,u,u,l,m16ulu1,no
6513,0.001976643456146121,j,u,u,l,m16ulu1,no
6524,0.04088974371552467,w,u,u,l,m16ulu1,no
6794,0.08650388568639755,p,a,u,l,m19alu1,no
6797,0.03964536637067795,t,a,u,l,m19alu1,no
6798,0.00048411148600280285,tʃ,a,u,l,m19alu1,no
6790,0.07713309675455093,k,a,u,l,m19alu1,no
6785,0.037702687084674835,b,a,u,l,m19alu1,no
6786,0.13998055458068848,d,a,u,l,m19alu1,no
6787,0.00839986838400364,dʒ,a,u,l,m19alu1,no
6804,0.004508176352828741,ɡ,a,u,l,m19alu1,no
6788,0.06827454268932343,f,a,u,l,m19alu1,no
6807,0.010064765810966492,θ,a,u,l,m19alu1,no
6796,0.10004867613315582,s,a,u,l,m19alu1,no
6805,0.002122435951605439,ʃ,a,u,l,m19alu1,no
6799,0.01711316406726837,v,a,u,l,m19alu1,no
6802,0.01946279965341091,ð,a,u,l,m19alu1,no
6801,0.026303471997380257,z,a,u,l,m19alu1,no
6806,0.00014384907262865454,ʒ,a,u,l,m19alu1,no
6792,0.20832033455371857,m,a,u,l,m19alu1,no
6793,0.11771517992019653,n,a,u,l,m19alu1,no
6803,0.008438202552497387,ŋ,a,u,l,m19alu1,no
6795,0.003709506243467331,r,a,u,l,m19alu1,no
6791,0.011416454799473286,l,a,u,l,m19alu1,no
6789,0.00444595143198967,j,a,u,l,m19alu1,no
6800,0.008063015528023243,w,a,u,l,m19alu1,no
7139,0.02250007353723049,p,i,u,l,m19ilu2,no
7142,0.04335028678178787,t,i,u,l,m19ilu2,no
7143,0.0017089571338146925,tʃ,i,u,l,m19ilu2,no
7135,0.020817648619413376,k,i,u,l,m19ilu2,no
7130,0.03211542218923569,b,i,u,l,m19ilu2,no
7131,0.2533891201019287,d,i,u,l,m19ilu2,no
7132,0.006518788635730743,dʒ,i,u,l,m19ilu2,no
7149,0.006364909000694752,ɡ,i,u,l,m19ilu2,no
7133,0.027392135933041573,f,i,u,l,m19ilu2,no
7152,0.003165449481457472,θ,i,u,l,m19ilu2,no
7141,0.015553400851786137,s,i,u,l,m19ilu2,no
7150,0.00975725706666708,ʃ,i,u,l,m19ilu2,no
7144,0.07723680883646011,v,i,u,l,m19ilu2,no
7147,0.005375957116484642,ð,i,u,l,m19ilu2,no
7146,0.06946316361427307,z,i,u,l,m19ilu2,no
7151,0.0022241980768740177,ʒ,i,u,l,m19ilu2,no
7137,0.04539061710238457,m,i,u,l,m19ilu2,no
7138,0.09416976571083069,n,i,u,l,m19ilu2,no
7148,0.013312333263456821,ŋ,i,u,l,m19ilu2,no
7140,0.014425464905798435,r,i,u,l,m19ilu2,no
7136,0.01609707437455654,l,i,u,l,m19ilu2,no
7134,0.006631909869611263,j,i,u,l,m19ilu2,no
7145,0.2130393236875534,w,i,u,l,m19ilu2,no
7852,0.029805786907672882,p,a,i,l,m3ali2,no
7855,0.06583618372678757,t,a,i,l,m3ali2,no
